"lien";"titre";"date";"doc";"ministre"
"https://www.ecologie.gouv.fr//gouvernement-soutient-leconomie-circulaire-des-plastiques-16-millions-deuros-daide-durgence-secteur";"Le Gouvernement soutient l’économie circulaire des plastiques : 16 millions d’euros d’aide d’urgence pour le secteur de la plasturgie";"2020-12-14";"doc767";"Barbara Pompili"
"https://www.ecologie.gouv.fr//berangere-abba-se-rend-langres-et-nogent-en-haute-marne-lundi-14-decembre-2020-rencontre-des";"Bérangère ABBA se rend à Langres et Nogent en Haute-Marne lundi 14 décembre 2020 à la rencontre des bénéficiaires du plan France Relance";"2020-12-11";"doc768";"Barbara Pompili"
"https://www.ecologie.gouv.fr//forfait-mobilites-durables-entre-en-vigueur-dans-fonctions-publiques-territoriale-et-hospitaliere";"Le « forfait mobilites durables » entre en vigueur dans les fonctions publiques territoriale et hospitaliere";"2020-12-11";"doc769";"Barbara Pompili"
"https://www.ecologie.gouv.fr//cedric-o-et-barbara-pompili-annoncent-lancement-linitiative-french-tech-planet-et-laccompagnement-20";"Cédric O et Barbara Pompili annoncent le lancement de l’initiative French Tech for the Planet et l’accompagnement de 20 startups greentech";"2020-12-11";"doc770";"Barbara Pompili"
"https://www.ecologie.gouv.fr//jean-yves-drian-et-barbara-pompili-reunissent-acteurs-lutte-contre-changement-climatique-5-ans-apres";"Jean-Yves Le Drian et Barbara Pompili réunissent les acteurs de la lutte contre le changement climatique 5 ans après la signature de l'Accord de Paris";"2020-12-11";"doc771";"Barbara Pompili"
"https://www.ecologie.gouv.fr//comite-leau-du-10-decembre-2020";"Comité de l'eau du 10 décembre 2020";"2020-12-10";"doc772";"Barbara Pompili"
"https://www.ecologie.gouv.fr//deplacement-demmanuelle-wargon-et-berangere-abba-en-haute-marne-vendredi-11-decembre";"Déplacement d'Emmanuelle Wargon et de Bérangère Abba en Haute-Marne vendredi 11 décembre";"2020-12-10";"doc773";"Barbara Pompili"
"https://www.ecologie.gouv.fr//deplacement-jean-baptiste-djebbari-en-russie-11-decembre-2020";"Déplacement de Jean-Baptiste Djebbari en Russie le 11 décembre 2020";"2020-12-10";"doc774";"Barbara Pompili"
"https://www.ecologie.gouv.fr//accident-dhelicoptere-jean-baptiste-djebbari-demande-louverture-dune-enquete-securite-bea";"Accident d'hélicoptère : Jean-Baptiste Djebbari a demandé l'ouverture d'une enquête de sécurité par le BEA";"2020-12-09";"doc775";"Barbara Pompili"
"https://www.ecologie.gouv.fr//surveillance-du-sars-cov-2-dans-elevages-visons-bilan-des-investigations";"Surveillance du SARS-COV-2 dans les élevages de visons : bilan des investigations";"2020-12-09";"doc776";"Barbara Pompili"
"https://www.ecologie.gouv.fr//covid-19-19-867-places-supplementaires-mobilisees-heberger-des-sans-abris-948-places-en-centres";"Covid-19 : 19 867 places supplémentaires mobilisées pour héberger des sans-abris, 948 places en centres médicalisés ouvertes";"2020-12-09";"doc777";"Barbara Pompili"
"https://www.ecologie.gouv.fr//conseils-defense-ecologique-des-27-novembre-et-08-decembre-2020";"Conseils de défense écologique des 27 novembre et 08 décembre 2020";"2020-12-08";"doc778";"Barbara Pompili"
"https://www.ecologie.gouv.fr//connectivite-socialement-responsable-soutenir-secteur-aerien";"Une connectivité socialement responsable pour soutenir le secteur aérien";"2020-12-08";"doc779";"Barbara Pompili"
"https://www.ecologie.gouv.fr//ministeres-charges-du-logement-et-des-comptes-publics-et-action-logement-engagent-concertation-au";"Les ministères chargés du Logement et des Comptes publics et Action Logement engagent une concertation au service de la relance économique et sociale et de la transformation du groupe";"2020-12-08";"doc780";"Barbara Pompili"
"https://www.ecologie.gouv.fr//demandes-dautorisation-durbanisme-nouvelle-demarche-en-ligne-accompagner-et-simplifier-procedure";"Demandes d’autorisation d’urbanisme : une nouvelle démarche en ligne pour accompagner et simplifier la procédure";"2020-12-08";"doc781";"Barbara Pompili"
"https://www.ecologie.gouv.fr//france-relance-bonus-ecologique-et-prime-conversion";"France Relance - Bonus écologique et prime à la conversion";"2020-12-08";"doc782";"Barbara Pompili"
"https://www.ecologie.gouv.fr//ensemble-recyclons-et-agissons-notre-terre-lancement-dune-campagne-sensibilisation-au-tri-et-au";"""Ensemble, recyclons et agissons pour notre Terre"" : lancement d'une campagne de sensibilisation au tri et au recyclage en Guadeloupe, Martinique, Guyane et à la Réunion";"2020-12-07";"doc783";"Barbara Pompili"
"https://www.ecologie.gouv.fr//dossier-presse-comite-interministeriel-logistique-cilog";"Dossier de presse : Comité interministériel de la Logistique (CILOG)";"2020-12-07";"doc784";"Barbara Pompili"
"https://www.ecologie.gouv.fr//jean-baptiste-djebbari-et-agnes-pannier-runacher-ont-reuni-1er-comite-interministeriel-logistique";"Jean-Baptiste Djebbari et Agnès Pannier-Runacher ont réuni le 1er Comité interministériel de la logistique (CILOG) et ont annoncé des mesures structurantes pour la compétitivité et la transition écologique du secteur";"2020-12-07";"doc785";"Barbara Pompili"
"https://www.ecologie.gouv.fr//vers-nouveau-parc-eolien-en-mer-au-large-normandie";"Vers un nouveau parc éolien en mer au large de la Normandie";"2020-12-05";"doc786";"Barbara Pompili"
"https://www.ecologie.gouv.fr//mise-en-oeuvre-loi-anti-gaspillage-visite-barbara-pompili-dun-magasin-carrefour-qui-propose-des";"Mise en oeuvre de la loi anti-gaspillage : Visite de Barbara Pompili d'un magasin Carrefour qui propose des emballages réemployables en partenariat avec l'entreprise Loop - Lundi 7 décembre 2020 à 14h";"2020-12-04";"doc787";"Barbara Pompili"
"https://www.ecologie.gouv.fr//ministere-charge-du-logement-publie-carte-des-loyers-sur-lensemble-du-territoire";"Le ministère chargé du Logement publie une carte des loyers sur l'ensemble du territoire";"2020-12-04";"doc788";"Barbara Pompili"
"https://www.ecologie.gouv.fr//emmanuelle-wargon-et-brigitte-bourguignon-se-rendront-dijon-vendredi-4-decembre-2020";"Emmanuelle Wargon et Brigitte Bourguignon se rendront à Dijon vendredi 4 décembre 2020";"2020-12-03";"doc789";"Barbara Pompili"
"https://www.ecologie.gouv.fr//reunion-commission-intergouvernementale-lamelioration-des-liaisons-franco-italiennes-dans-alpes-du";"Réunion de la commission intergouvernementale pour l’amélioration des liaisons franco-italiennes dans les Alpes du Sud";"2020-12-03";"doc790";"Barbara Pompili"
"https://www.ecologie.gouv.fr//emmanuelle-wargon-se-rendra-choisy-roi-jeudi-03-decembre-2020";"Emmanuelle Wargon se rendra à Choisy-le-Roi jeudi 03 décembre 2020";"2020-12-03";"doc791";"Barbara Pompili"
"https://www.ecologie.gouv.fr//covid-19-16-069-places-supplementaires-mobilisees-heberger-des-sans-abris-927-places-en-centres";"Covid 19 : 16 069 places supplémentaires mobilisées pour héberger des sans-abris, 927 places en centres médicalisés ouvertes";"2020-12-02";"doc792";"Barbara Pompili"
"https://www.ecologie.gouv.fr//covid-19-16-069-places-supplementaires-mobilisees-heberger-des-sans-abris-927-places-en-centres-0";"Covid 19 : 16 069 places supplémentaires mobilisées pour héberger des sans-abris, 927 places en centres médicalisés ouvertes";"2020-12-02";"doc793";"Barbara Pompili"
"https://www.ecologie.gouv.fr//suites-tempete-alex-dans-alpes-maritimes-jean-baptiste-djebbari-annonce-deblocage-immediat-plus-10m";"Suites de la tempête Alex dans les Alpes-Maritimes : Jean-Baptiste Djebbari annonce le déblocage immédiat de plus de 10M d'euros";"2020-12-01";"doc794";"Barbara Pompili"
"https://www.ecologie.gouv.fr//berangere-abba-se-rendra-en-eure-et-loir-mercredi-2-decembre";"Bérangère Abba se rendra en Eure et Loir mercredi 2 décembre";"2020-12-01";"doc795";"Barbara Pompili"
"https://www.ecologie.gouv.fr//letat-presente-centre-ressources-sur-ladaptation-au-changement-climatique-mieux-informer-et";"L’Etat présente un Centre de ressources sur l’adaptation au changement climatique pour mieux informer et sensibiliser aux enjeux et solutions existantes";"2020-12-01";"doc796";"Barbara Pompili"
"https://www.ecologie.gouv.fr//ministere-transition-ecologique-consolide-soutien-pratique-du-velo";"Le ministère de la Transition écologique consolide le soutien à la pratique du vélo";"2020-11-30";"doc797";"Barbara Pompili"
"https://www.ecologie.gouv.fr//visite-barbara-pompili-dun-atelier-lacademie-des-metiers-velo-lundi-30-novembre-2020-14h30";"Visite de Barbara Pompili d'un atelier de l'Académie des métiers vélo - lundi 30 novembre 2020 à 14H30";"2020-11-27";"doc798";"Barbara Pompili"
"https://www.ecologie.gouv.fr//ouverture-premiere-maison-regionale-des-femmes-paris-xviieme-100-femmes-hebergees";"Ouverture de la première Maison régionale des Femmes (Paris XVIIème) : 100 femmes hébergées";"2020-11-27";"doc799";"Barbara Pompili"
"https://www.ecologie.gouv.fr//mise-en-oeuvre-du-volet-nucleaire-du-plan-relance";"Mise en œuvre du volet nucléaire du plan de relance";"2020-11-27";"doc800";"Barbara Pompili"
"https://www.ecologie.gouv.fr//hebergement-des-personnes-evacuees-place-republique";"Hébergement des personnes évacuées place de la République";"2020-11-26";"doc801";"Barbara Pompili"
"https://www.ecologie.gouv.fr//visite-au-caire-jean-baptiste-djebbari-22-et-23-novembre-2020";"Visite au Caire de Jean-Baptiste Djebbari les 22 et 23 novembre 2020";"2020-11-26";"doc802";"Barbara Pompili"
"https://www.ecologie.gouv.fr//deplacement-demmanuelle-wargon-dans-centre-dhebergement-paris-xvii-vendredi-27-novembre-9-heures";"Déplacement d'Emmanuelle Wargon dans un centre d'hébergement (Paris XVII) vendredi 27 novembre à 9 heures";"2020-11-26";"doc803";"Barbara Pompili"
"https://www.ecologie.gouv.fr//bruno-maire-jean-baptiste-djebbari-et-sebastien-lecornu-annoncent-plan-soutien-important-compagnie";"Bruno le Maire, Jean-Baptiste Djebbari et Sébastien Lecornu annoncent un plan de soutien important a la compagnie aérienne Corsair permettant son sauvetage et sa reprise par un consortium d’investisseurs antillais";"2020-11-26";"doc804";"Barbara Pompili"
"https://www.ecologie.gouv.fr//signature-dune-charte-dengagement-entre-gouvernement-et-professionnels-du-secteur-des-voitures";"Signature d’une charte d’engagement entre le Gouvernement et les professionnels du secteur des voitures de transport avec chauffeur (VTC) pour la protection des femmes";"2020-11-26";"doc805";"Barbara Pompili"
"https://www.ecologie.gouv.fr//parution-deux-guides-destination-des-acteurs-locaux-renforcer-luttre-contre-violences-et-sentiment";"Parution de deux guides à destination des acteurs locaux pour renforcer la luttre contre les violences et le sentiment d'insécurité dans les transports et l'espace public";"2020-11-25";"doc806";"Barbara Pompili"
"https://www.ecologie.gouv.fr//40-projets-accompagner-1000-personnes-en-situation-grande-marginalite";"40 projets pour accompagner 1000 personnes en situation de grande marginalité";"2020-11-25";"doc807";"Barbara Pompili"
"https://www.ecologie.gouv.fr//re2020-eco-construire-confort-tous";"RE2020 : éco-construire pour le confort de tous";"2020-11-24";"doc808";"Barbara Pompili"
"https://www.ecologie.gouv.fr//operation-devacuation-place-republique";"opération d'évacuation de la place de la République";"2020-11-24";"doc809";"Barbara Pompili"
"https://www.ecologie.gouv.fr//encadrement-des-loyers-8-epci-candidats-lencadrement-des-loyers";"Encadrement des loyers : 8 EPCI candidats à l'encadrement des loyers";"2020-11-24";"doc810";"Barbara Pompili"
"https://www.ecologie.gouv.fr//re2020-nouvelle-reglementation-environnementale-des-batiments-neufs-au-service-lutte-contre";"RE2020 : une nouvelle réglementation environnementale des bâtiments neufs au service de la lutte contre le changement climatique";"2020-11-23";"doc811";"Barbara Pompili"
"https://www.ecologie.gouv.fr//reunion-du-comite-suivi-sndi-nouvelles-avancees-en-termes-tracabilite-information-du-public-dachat";"Réunion du comité de suivi de la SNDI : de nouvelles avancées en termes de traçabilité, information du public, d’achat public « zéro déforestation » et d’engagement des entreprises";"2020-11-23";"doc812";"Barbara Pompili"
"https://www.ecologie.gouv.fr//6-millions-deuros-supplementaires-reserves-naturelles-nationales-francaises-en-2021";"6 millions d’euros supplémentaires pour les Réserves naturelles nationales françaises en 2021";"2020-11-23";"doc813";"Barbara Pompili"
"https://www.ecologie.gouv.fr//mise-en-place-du-dispositif-signalisation-des-angles-morts-des-vehicules-lourds";"Mise en place du dispositif de signalisation des angles morts des véhicules lourds";"2020-11-23";"doc814";"Barbara Pompili"
"https://www.ecologie.gouv.fr//deplacement-jean-baptiste-djebbari-au-caire-egypte";"Déplacement de Jean Baptiste Djebbari au Caire, Egypte";"2020-11-21";"doc815";"Barbara Pompili"
"https://www.ecologie.gouv.fr//emmanuelle-wargon-signe-accord-mobilisation-dhotels-lhebergement-des-personnes-sans-abri-en-periode";"Emmanuelle Wargon signe un accord pour la mobilisation d'hôtels pour l'hébergement des personnes sans-abri en période de crise sanitaire";"2020-11-20";"doc816";"Barbara Pompili"
"https://www.ecologie.gouv.fr//jean-baptiste-djebbari-lance-mission-sur-lavenir-du-modele-economique-des-transports-en-commun-en";"Jean-Baptiste Djebbari lance une mission sur l’avenir du modèle économique des transports en commun en France";"2020-11-20";"doc817";"Barbara Pompili"
"https://www.ecologie.gouv.fr//dossier-presse-apl-en-temps-reel";"Dossier de presse ""APL en temps réel""";"2020-11-20";"doc818";"Barbara Pompili"
"https://www.ecologie.gouv.fr//securite-aux-passages-niveau-jean-baptiste-djebbari-dresse-bilan-detape-apres-et-demi-mise-en-oeuvre";"Sécurité aux passages à niveau : Jean-Baptiste Djebbari dresse un bilan d’étape après un an et demi de mise en œuvre du plan de sécurisation des passages à niveau";"2020-11-19";"doc819";"Barbara Pompili"
"https://www.ecologie.gouv.fr//covid-19-gouvernement-prolonge-assouplissements-prevus-syndics-et-ag";"Covid-19 : Le Gouvernement prolonge les assouplissements prévus pour les syndics et AG";"2020-11-19";"doc820";"Barbara Pompili"
"https://www.ecologie.gouv.fr//barbara-pompili-et-jean-baptiste-djebbari-renforcent-zones-faibles-emissions-afin-dameliorer-qualite";"Barbara Pompili et Jean-Baptiste Djebbari renforcent les zones à faibles émissions afin d’améliorer la qualité de l’air dans les principales agglomérations françaises";"2020-11-18";"doc821";"Barbara Pompili"
"https://www.ecologie.gouv.fr//point-presse-apl-en-temps-reel";"Point presse - APL en temps réel";"2020-11-18";"doc822";"Barbara Pompili"
"https://www.ecologie.gouv.fr//ministere-transition-ecologique-et-lademe-encouragent-consommation-plus-responsable-campagne-nos";"Le ministère de la Transition écologique et l’ADEME encouragent une consommation plus responsable avec la campagne nos objets ont plein d’avenirs et la SERD 2020";"2020-11-17";"doc823";"Barbara Pompili"
"https://www.ecologie.gouv.fr//avancees-et-partage-des-connaissances-sur-phenomene-sismo-volcanique-mayotte";"Avancées et partage des connaissances sur le phénomène sismo-volcanique de Mayotte";"2020-11-16";"doc824";"Barbara Pompili"
"https://www.ecologie.gouv.fr//emmanuelle-wargon-ouvre-premiere-reunion-lobservatoire-des-impayes-loyers-et-charges";"Emmanuelle Wargon ouvre la première réunion de l'observatoire des impayés de loyers et de charges";"2020-11-16";"doc825";"Barbara Pompili"
"https://www.ecologie.gouv.fr//pacte-national-relance-construction-durable";"Un pacte national pour la relance de la construction durable";"2020-11-13";"doc826";"Barbara Pompili"
"https://www.ecologie.gouv.fr//deplacement-demmanuelle-wargon-dans-centre-dhebergement-durgence-du-port-bonneuil";"Déplacement d’Emmanuelle Wargon dans le centre d’hébergement d’urgence du Port de Bonneuil";"2020-11-13";"doc827";"Barbara Pompili"
"https://www.ecologie.gouv.fr//revision-des-contrats-bulle-photovoltaique-2006-2010";"Révision des contrats de la ""bulle"" photovoltaïque de 2006 - 2010";"2020-11-13";"doc828";"Barbara Pompili"
"https://www.ecologie.gouv.fr//intervention-barbara-pompili-discussion-generale-plf-2021-lassemblee-nationale";"Intervention de Barbara Pompili : Discussion générale – PLF 2021 à l’Assemblée nationale";"2020-11-10";"doc829";"Barbara Pompili"
"https://www.ecologie.gouv.fr//intervention-jean-baptiste-djebbari";"Intervention de Jean-Baptiste Djebbari";"2020-11-10";"doc830";"Barbara Pompili"
"https://www.ecologie.gouv.fr//ministres-jean-yves-drian-barbara-pompili-et-bruno-maire-saluent-publication-du-rapport-locde-sur";"Les ministres Jean-Yves Le Drian, Barbara Pompili et Bruno Le Maire saluent la publication du rapport de l’OCDE sur les financements climat et réaffirment l’engagement de la France pour la finance climat internationale";"2020-11-06";"doc831";"Barbara Pompili"
"https://www.ecologie.gouv.fr//covid-19-des-dispositifs-repondre-au-risque-loyers-impayes";"Covid-19 : des dispositifs pour répondre au risque de loyers impayés";"2020-11-06";"doc832";"Barbara Pompili"
"https://www.ecologie.gouv.fr//lancement-du-premier-appel-projet-dans-cadre-du-fonds-friches";"Lancement du premier appel à projet dans le cadre du Fonds Friches";"2020-11-06";"doc833";"Barbara Pompili"
"https://www.ecologie.gouv.fr//jean-baptiste-djebbari-et-jean-baptiste-lemoyne-se-rendront-laeroport-paris-orly-vendredi-06";"Jean-Baptiste Djebbari et Jean-Baptiste Lemoyne se rendront à l’aéroport Paris-Orly le vendredi 06 novembre 2020 à 13h45";"2020-11-06";"doc834";"Barbara Pompili"
"https://www.ecologie.gouv.fr//jean-baptiste-djebbari-annonce-louverture-plusieurs-centaines-centres-et-relais-routiers-qui";"Jean-Baptiste Djebbari annonce l’ouverture de plusieurs centaines de centres et relais routiers qui pourront servir des repas chauds aux professionnels";"2020-11-05";"doc835";"Barbara Pompili"
"https://www.ecologie.gouv.fr//covid-19-jean-baptiste-djebbari-se-rendra-gare-lyon-jeudi-5-novembre";"Covid-19 : Jean-Baptiste Djebbari se rendra Gare de Lyon jeudi 5 novembre";"2020-11-04";"doc836";"Barbara Pompili"
"https://www.ecologie.gouv.fr//emmanuelle-wargon-se-rendra-au-centre-daccueil-du-carreau-du-temple-5-novembre-2020";"Emmanuelle Wargon se rendra au Centre d'accueil du Carreau du Temple le 5 novembre 2020";"2020-11-04";"doc837";"Barbara Pompili"
"https://www.ecologie.gouv.fr//sur-proposition-demmanuelle-wargon-christophe-caresche-est-nomme-president-du-conseil-superieur";"Sur proposition d’Emmanuelle Wargon, Christophe Caresche est nommé Président du Conseil supérieur de la construction et de l’efficacité énergétique (CSCEE)";"2020-11-04";"doc838";"Barbara Pompili"
"https://www.ecologie.gouv.fr//gouvernement-soutient-mobilisation-et-transformation-filiere-transformation-et-valorisation-des";"Le gouvernement soutient la mobilisation et la transformation de la filière « Transformation et valorisation des déchets »";"2020-11-03";"doc839";"Barbara Pompili"
"https://www.ecologie.gouv.fr//reconfinement-emmanuelle-wargon-detaille-mesures-soutien-au-secteur-du-logement-du-batiment";"Reconfinement : Emmanuelle Wargon détaille les mesures de soutien au secteur du logement, du bâtiment, de l'immobilier et de l'hébergement d'urgence";"2020-11-02";"doc840";"Barbara Pompili"
"https://www.ecologie.gouv.fr//berangere-abba-precise-conditions-dexercice-chasse-pendant-confinement";"Bérangère Abba précise les conditions d'exercice de la chasse pendant le confinement";"2020-11-02";"doc841";"Barbara Pompili"
"https://www.ecologie.gouv.fr//reconfinement-point-situation-representants-des-secteurs-lies-au-ministere-transition-ecologique";"Reconfinement : point de situation avec les représentants des secteurs liés au ministère de la Transition écologique";"2020-10-30";"doc842";"Barbara Pompili"
"https://www.ecologie.gouv.fr//bison-fute-periode-du-vendredi-30-octobre-au-dimanche-1er-novembre-2020";"Bison futé pour la période du vendredi 30 octobre au dimanche 1er novembre 2020";"2020-10-28";"doc843";"Barbara Pompili"
"https://www.ecologie.gouv.fr//mobilisation-des-acteurs-laerien-accelerer-verdissement-du-secteur-et-creation-dune-chaire-aviation";"Mobilisation des acteurs de l’aérien pour accélérer le verdissement du secteur et création d’une chaire « aviation et climat »";"2020-10-28";"doc844";"Barbara Pompili"
"https://www.ecologie.gouv.fr//deux-nouvelles-etapes-importantes-creation-du-nouveau-grand-port-maritime-detat-reunissant-havre";"Deux nouvelles étapes importantes pour la création du nouveau grand port maritime d’Etat réunissant le Havre, Rouen et Paris (HAROPA) : nomination du futur directeur général et localisation du siège de l’établissement";"2020-10-27";"doc845";"Barbara Pompili"
"https://www.ecologie.gouv.fr//permettre-chacun-detre-acteur-environnement-et-sante-gouvernement-met-en-consultation-4eme-plan";"Permettre à chacun d’être acteur de son environnement et de sa santé : le Gouvernement met en consultation le 4ème Plan national santé environnement";"2020-10-26";"doc846";"Barbara Pompili"
"https://www.ecologie.gouv.fr//bien-etre-animal-fermeture-du-parc-animalier-des-3-vallees";"Bien-être animal : fermeture du Parc Animalier des 3 vallées";"2020-10-23";"doc847";"Barbara Pompili"
"https://www.ecologie.gouv.fr//strategie-nationale-lhydrogene-decarbone-lancement-deux-appels-projets-constituer-des-ecosystemes";"Stratégie nationale pour l’hydrogène décarboné : lancement de deux appels à projets pour constituer des écosystèmes territoriaux autour de l’hydrogène";"2020-10-23";"doc848";"Barbara Pompili"
"https://www.ecologie.gouv.fr//extension-letablissement-public-foncier-lorraine-au-service-revitalisation-des-centres-villes-et";"Extension de l’établissement public foncier de Lorraine, au service de la revitalisation des centres villes et de la lutte contre l’artificialisation des sols";"2020-10-22";"doc849";"Barbara Pompili"
"https://www.ecologie.gouv.fr//deplacement-demmanuelle-wargon-en-normandie";"Déplacement d'Emmanuelle Wargon en Normandie";"2020-10-21";"doc850";"Barbara Pompili"
"https://www.ecologie.gouv.fr//deplacement-madame-emmanuelle-wargon-dans-lorne";"Déplacement de Madame Emmanuelle Wargon dans l’Orne";"2020-10-21";"doc851";"Barbara Pompili"
"https://www.ecologie.gouv.fr//bison-fute-vacances-toussaint-periode-du-vendredi-23-au-dimanche-25-octobre-2020";"Bison futé - Vacances de la Toussaint pour la période du vendredi 23 au dimanche 25 octobre 2020";"2020-10-21";"doc852";"Barbara Pompili"
"https://www.ecologie.gouv.fr//barbara-pompili-annonce-liste-100-projets-laureats-aux-appels-doffres-energies-renouvelables-enr";"Barbara Pompili annonce la liste de 100 projets lauréats aux appels d’offres Energies renouvelables (EnR)";"2020-10-20";"doc853";"Barbara Pompili"
"https://www.ecologie.gouv.fr//barbara-pompili-prend-plusieurs-mesures-inciter-produire-propre-electricite-en-milieu-rural";"Barbara Pompili prend plusieurs mesures pour inciter à produire sa propre électricité en milieu rural";"2020-10-20";"doc854";"Barbara Pompili"
"https://www.ecologie.gouv.fr//continuite-lapprovisionnement-en-electricite-cet-hiver-barbara-pompili-annonce-doublement-des";"Continuité de l’approvisionnement en électricité cet hiver : Barbara Pompili annonce le doublement des capacités d’effacement bénéficiant d’un soutien public afin de mieux maîtriser les consommations pendant les heures de pointe";"2020-10-19";"doc855";"Barbara Pompili"
"https://www.ecologie.gouv.fr//couvre-feu-plan-hivernal-avance-au-18-octobre";"Couvre-feu : Le plan hivernal avancé au 18 octobre";"2020-10-19";"doc856";"Barbara Pompili"
"https://www.ecologie.gouv.fr//barbara-pompili-annonce-remplacement-du-projet-centrale-electrique-au-fioul-larivot-centrale";"Barbara Pompili annonce le remplacement du projet de centrale électrique au fioul à Larivot par une centrale alimentée à 100% en biomasse liquide";"2020-10-19";"doc857";"Barbara Pompili"
"https://www.ecologie.gouv.fr//lancement-orplast-3-dispositif-soutien-aux-pme-augmenter-lutilisation-matieres-plastiques-issues-du";"Lancement de ORPLAST 3, un dispositif de soutien aux pme pour augmenter l’utilisation de matières plastiques issues du recyclage";"2020-10-16";"doc858";"Barbara Pompili"
"https://www.ecologie.gouv.fr//barbara-pompili-se-rendra-au-marche-international-rungis-inaugurer-nouveaux-locaux-dandes-structure";"Barbara Pompili, se rendra au Marché International de Rungis pour inaugurer les nouveaux locaux d’Andes, structure dédiée à la lutte contre le gaspillage alimentaire et à la réinsertion professionnelle le vendredi 16 octobre 2020";"2020-10-15";"doc859";"Barbara Pompili"
"https://www.ecologie.gouv.fr//deplacement-madame-annick-girardin-ministre-mer-en-baie-somme";"Déplacement de Madame Annick Girardin, ministre de la Mer, en Baie de Somme";"2020-10-14";"doc860";"Barbara Pompili"
"https://www.ecologie.gouv.fr//deplacement-dannick-girardin-et-clement-beaune-dans-calvados-jeudi-15-octobre-2020";"Déplacement d’Annick Girardin et Clément Beaune dans le Calvados le jeudi 15 octobre 2020";"2020-10-14";"doc861";"Barbara Pompili"
"https://www.ecologie.gouv.fr//letat-et-region-auvergne-rhone-alpes-sengagent-ameliorer-laccompagnement-des-menages-dans-travaux";"L’État et la Région Auvergne-Rhône-Alpes s’engagent pour améliorer l’accompagnement des ménages dans les travaux de rénovation énergétique de leur logement";"2020-10-14";"doc862";"Barbara Pompili"
"https://www.ecologie.gouv.fr//gouvernement-lance-appel-manifestation-dinteret-ami-lhebergement-et-laccompagnement-des-personnes-en";"Le Gouvernement a lancé un Appel à Manifestation d'Intérêt (AMI) pour l'hébergement et l'accompagnement des personnes en situation de grande marginalité";"2020-10-14";"doc863";"Barbara Pompili"
"https://www.ecologie.gouv.fr//barbara-pompili-visitera-entreprise-fabrication-tuiles-photovoltaiques-chatellerault-jeudi-15";"Barbara Pompili visitera une entreprise de fabrication de tuiles photovoltaïques à Châtellerault le jeudi 15 octobre 2020";"2020-10-14";"doc864";"Barbara Pompili"
"https://www.ecologie.gouv.fr//thierry-repentin-maire-chambery-est-nomme-president-lanah";"Thierry Repentin, maire de Chambéry, est nommé président de l'Anah";"2020-10-14";"doc865";"Barbara Pompili"
"https://www.ecologie.gouv.fr//bison-fute-vacances-toussaint-periode-du-vendredi-16-au-dimanche-18-octobre-2020";"Bison futé - Vacances de la Toussaint pour la période du vendredi 16 au dimanche 18 octobre 2020";"2020-10-14";"doc866";"Barbara Pompili"
"https://www.ecologie.gouv.fr//aide-construction-durable-350-millions-deuros-du-plan-relance-accompagner-collectivites";"Aide à la construction durable : 350 millions d’euros du plan de relance pour accompagner les collectivités";"2020-10-14";"doc867";"Barbara Pompili"
"https://www.ecologie.gouv.fr//dossier-presse-journee-nationale-prevention-des-risques-dinondation";"Dossier de presse - Journée nationale de prévention des risques d’inondation";"2020-10-13";"doc868";"Barbara Pompili"
"https://www.ecologie.gouv.fr//journee-nationale-prevention-des-risques-dinondation-barbara-pompili-annonce-plan-dactions-mieux";"Journée nationale de prévention des risques d’inondation : Barbara Pompili annonce son plan d’actions pour mieux protéger les personnes et réduire les dommages liés aux crues";"2020-10-13";"doc869";"Barbara Pompili"
"https://www.ecologie.gouv.fr//emmanuelle-wargon-et-eric-fournier-sengagent-renovation-des-logements-en-signant-convention-service";"Emmanuelle Wargon et Eric Fournier s’engagent pour la rénovation des logements en signant la convention « Service d’Accompagnement à la Rénovation Énergétique » (SARE) le mardi 13 octobre 2020 à 14h15";"2020-10-12";"doc870";"Barbara Pompili"
"https://www.ecologie.gouv.fr//objectif-100-000-bornes-tous-mobilises-accelerer-virage-du-vehicule-electrique";"Objectif 100 000 bornes : tous mobilisés pour accélérer le virage du véhicule électrique";"2020-10-12";"doc871";"Barbara Pompili"
"https://www.ecologie.gouv.fr//grace-au-plan-relance-ministere-charge-des-transports-apporte-30-meu-developpement-services-express";"Grâce au plan de relance, le ministère chargé des transports apporte 30 M€ pour le développement de « services express métropolitains »";"2020-10-12";"doc872";"Barbara Pompili"
"https://www.ecologie.gouv.fr//deplacement-madame-annick-girardin-ministre-mer-en-charente-maritime";"Déplacement de Madame Annick Girardin, ministre de la Mer, en Charente-Maritime";"2020-10-12";"doc873";"Barbara Pompili"
"https://www.ecologie.gouv.fr//olivier-veran-et-emmanuelle-wargon-se-rendront-paris-dans-12eme-arrondissement-75-au-centre-emmaus";"Olivier Véran et Emmanuelle Wargon se rendront à Paris dans le 12ème arrondissement (75) au Centre Emmaüs Traversière lundi 12 octobre 2020";"2020-10-09";"doc874";"Barbara Pompili"
"https://www.ecologie.gouv.fr//frederique-vidal-et-berangere-abba-lanceront-lappel-projet-recherche-du-centre-synthese-et-danalyse";"Frédérique Vidal et Bérangère Abba lanceront l’appel à projet de recherche du Centre de Synthèse et d'Analyse sur la Biodiversité (CESAB) lundi 12 octobre 2020 à 10h00";"2020-10-09";"doc875";"Barbara Pompili"
